id,text,classification,rationale,query
122,What the final step for a farmer after making things grow ?,B,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",flowering [SEP] harvesting [SEP] planting [SEP] blooms [SEP] growth
123,"She had a bad habit of washing hands over one thousand times a day , what did she experience as a result ?",D,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",health [SEP] become wet [SEP] skin irritation [SEP] dry skin [SEP] medium
124,Washing hands too often can cause what ?,B,"[0, 1, 0, 0, 0, 0, 0, 0]",health [SEP] dry skin [SEP] pink hands [SEP] become wet [SEP] wet floor
125,"A marmoset is not here , where is it ?",B,"[0, 1, 1, 1, 1, 0, 0, 0, 0, 0]",wilderness [SEP] another place [SEP] the zoo [SEP] foreign country [SEP] venezuela
126,"Sometimes the garbage men are sloppy , the garbage waste seems to miss the truck and end up in the where ?",A,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]",street [SEP] sewer [SEP] landfile will not use for garbage [SEP] landfile [SEP] garbage dump
127,If geese are invading a secure installation from where will they be spotted first ?,C,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",fly [SEP] group together [SEP] guard house [SEP] ground [SEP] follow ultralight airplane
128,"If someone had been smoking , an easy way to tell would be if they were what ?",E,"[0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",inhale [SEP] unhealthy [SEP] a chimney [SEP] go outside [SEP] coughing
129,"Billy called out to John , and listened for what ?",B,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",silence [SEP] response [SEP] communication [SEP] hanging up [SEP] whisper
130,How would an artist create a fox ?,A,"[1, 1, 1, 1, 1, 1, 1, 1]",painting [SEP] england [SEP] wooded areas [SEP] ask them first [SEP] chicken coop
131,A person tickling someone else knows they are getting close to a very ticklish spot when they start to hear what sound ?,C,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",itchiness [SEP] nausea [SEP] giggling [SEP] laughing [SEP] yelling
132,"They moved out of the city to have a master bedroom , what kind of home did they seek ?",B,"[0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",large house [SEP] suburban home [SEP] big house [SEP] old house [SEP] keeping personal objects
133,What does answering questions correctly lead to ?,C,"[0, 1, 0, 0, 0, 0, 0, 0]",embarassment [SEP] children will learn [SEP] better grade [SEP] failure [SEP] discussion
134,"Billy did n't know what to do . He had just bought a huge ficus , but he has no where to put it . It was just too gid for his house . Right now , the ficus waited outside in something . What is the ficus in ?",B,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0]",park [SEP] large pot [SEP] maze [SEP] green house [SEP] tropical forest
135,What is a student about to do if they are sitting in front of a number of black and white keys ?,C,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",talk [SEP] read book [SEP] play piano [SEP] study book [SEP] study engineering
136,"After being in shock , he settle and felt what ?",B,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]",quiet noisey [SEP] calm [SEP] lost [SEP] surprised [SEP] expected
137,What would be the result of going into a deep trance in order to purge the subconscious ?,B,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",loss of control [SEP] memory loss [SEP] closed eyes [SEP] confusion [SEP] meditation epilepsy
138,What might cause someone to stop driving a car ?,D,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",going someplace [SEP] car crash [SEP] boredom [SEP] get sleepy [SEP] moving
139,What can instituting civil action be preceded by ?,E,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",law [SEP] trial [SEP] going to court [SEP] hurt feelings [SEP] bad feelings
140,What do people who are composers do ?,C,"[1, 1, 1, 1, 1, 1, 1, 0]",believe in god [SEP] beat each other [SEP] make music [SEP] build houses [SEP] complete sentences
141,What does one do when they play games ?,A,"[0, 0, 0, 0, 0, 0, 1, 1, 0]",try to win [SEP] learn [SEP] fun [SEP] dance [SEP] keep score
142,"There was no email reply , so what was the purpose of the follow up email ?",C,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",ignore [SEP] forward [SEP] ask [SEP] obesity [SEP] silence
143,The bald eagle serves as what for America ?,C,"[0, 1, 1, 1, 0, 0, 0, 0, 0]",high tree [SEP] tree [SEP] national emblem [SEP] in washington [SEP] tree top
144,He leaned the beam over the flooded gap to create a makeshift what ?,B,"[0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]",warehouse [SEP] bridge [SEP] metal shop [SEP] shop [SEP] new construction
145,"If you buying a potato , carrots , strawberries and bananas , how would you carry them home ?",B,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",restaurants [SEP] shopping bags [SEP] two wheels [SEP] vegetable soup [SEP] exhaust pipe
146,"If you 're drinking for the purpose of getting drunk , the next morning what might you experience ?",E,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",getting drunk [SEP] need to urinate [SEP] sickness [SEP] loss of control [SEP] hangover
147,Why does she sing so much ?,C,"[0, 1, 1, 1, 1, 1, 1]",insane [SEP] annoy people around [SEP] enjoy [SEP] inhale [SEP] had good voice
148,Jimmy kept his double edged razor where he could use it easily . It was where ?,B,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",cricket ground [SEP] medicine cabinet [SEP] first aid kit [SEP] chemist [SEP] shaving kit
149,Sally went to a store and spent money . Most of her purchases were fresh but some were frozen . What did she do ?,D,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",made a mistake [SEP] control people [SEP] get things [SEP] buy food [SEP] pay bills
150,"Sean was a native English speaker , a fact that he found helpful . Ludwig did n't speak the language well because he was what ?",B,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",introduced [SEP] foreigner [SEP] alien [SEP] immigrant [SEP] guide foreigners
151,"He wanted a condominium near the Pacific ocean , where should he buy one ?",A,"[0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]",washington [SEP] florida [SEP] community [SEP] michigan [SEP] complex
152,What do you need to have before you can begin reading ?,B,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",concentrating [SEP] written material [SEP] acculturation [SEP] memory [SEP] concentration
153,What is a good description of the sloth 's native habitat ?,E,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",basement [SEP] universe [SEP] amazonia [SEP] forest [SEP] tropical jungle
154,Why do manufacturers have many machines ?,C,"[0, 0, 0, 1, 1, 1, 1]",turn jars [SEP] perform work [SEP] produce products [SEP] answering questions [SEP] serve humanity
155,What must be done to a driveway filled with snow ?,D,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",christmas [SEP] avalanches [SEP] blizzard [SEP] shovelling [SEP] ice storm
156,WHat do cats get into when they are ripping things apart ?,D,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]",dog 's mouth [SEP] floor [SEP] garage [SEP] trouble [SEP] nature
157,What businesses serve liquor ?,A,"[1, 1, 1, 1, 1]",bar [SEP] cabinet [SEP] fraternity house [SEP] soft drink [SEP] state farm
158,What is the opposite of dissociate with someone ?,C,"[0, 0, 0, 1, 1, 1, 0, 0, 0]",fuse [SEP] unit [SEP] join [SEP] combine [SEP] incorporate
159,"The professor spoke in a laconic tone , what kind of language was he avoiding ?",D,"[0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",dry [SEP] prolix [SEP] loquacious [SEP] verbose [SEP] bombastic
160,Dust accumulates where ?,D,"[0, 1, 0, 0]",ceiling [SEP] library [SEP] surface of earth [SEP] most buildings [SEP] desktop
161,What do humans have that is different than most animals ?,D,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]",brains [SEP] fur [SEP] one mouth [SEP] two legs [SEP] two feet
162,What do you use to move water out of a flooded room ?,C,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]",sink [SEP] backhoe [SEP] sump pump [SEP] underground stream [SEP] hydroelectric dam
163,What are you supposed to be setting cup on a table ?,A,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",coaster [SEP] skill [SEP] hands [SEP] chair [SEP] careful
164,"The man had to leave work in a hurry , in the middle of work , where was his paper work left ?",A,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]",desk [SEP] chair [SEP] meeting [SEP] office [SEP] work
165,What North American country really likes watching matches on a soccer field ?,D,"[0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0]",playground [SEP] canada [SEP] outside [SEP] mexico [SEP] park
166,In a court what group passes a sentence ?,C,"[0, 0, 0, 0, 1, 1, 1, 1, 0]",sure [SEP] arrive at conviction [SEP] on jury [SEP] judgemental [SEP] mom
167,"When you are relaxing with friends , what are you doing if you discuss anything ?",E,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",side with [SEP] hang out [SEP] go to the movies [SEP] understand each other [SEP] talking about
168,"Trains tend to come on time , airplanes on the other hand tend to what ?",C,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0]",stall [SEP] take off [SEP] arrive late [SEP] catch on fire [SEP] carry freight
169,"Sean was lying about the body , but he was very scared . He constantly worried about what ?",C,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",the reward money [SEP] hurt feelings [SEP] being found out [SEP] problems [SEP] trouble
170,What dry state can a lizard be found in ?,C,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 0]",books [SEP] tropics [SEP] new mexico [SEP] dessert [SEP] usa
171,"The fox was caught by animal control , where was it released ?",E,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]",english hunt [SEP] burrow [SEP] woods [SEP] mountains [SEP] rural area
172,"She enjoyed fabric as a medium , her creativity really showed when she would what ?",C,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",create art [SEP] draw [SEP] sew [SEP] write [SEP] express yourself
173,Sarah told him to make sure that the bundle was tight . Some fell out because it was what ?,B,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",broad [SEP] loose [SEP] slack [SEP] windtight [SEP] crap
174,Where should you keep a pet lizard ?,E,"[0, 0, 0, 0, 1, 1, 0, 0]",desert [SEP] garden [SEP] galapagos archipelago [SEP] wild [SEP] glass cage
175,When a young child is sleeping what is something that is common for their age ?,B,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",snoring [SEP] wetting bed [SEP] sleepwalking [SEP] talking [SEP] laughing loud
176,What is a child likely to do while going to play ?,A,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",laugh [SEP] sit [SEP] happiness [SEP] being entertained [SEP] walk slowly
177,What would a rock form in nature above the treeline ?,D,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",surface of earth [SEP] pit [SEP] bridge [SEP] mountains [SEP] minerals
178,Where can you get chicken without leaving your car ?,C,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",eaten [SEP] bbq [SEP] fast food restaurant [SEP] plate [SEP] pizza
179,What is an way for people to meet with each other ?,C,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",believe in god [SEP] pay bills [SEP] group together [SEP] enjoy themselves [SEP] face each other
180,"If I wanted to get some oxygen , what will I get it from ?",B,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",the sky [SEP] air [SEP] earth [SEP] space shuttle [SEP] water
181,Where could you find 10 or 100 home that are not attached together ?,B,"[0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]",denver [SEP] neighborhood [SEP] city or town [SEP] michigan [SEP] apartment building
182,Where can one find a store that sells sports equipment ?,A,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",mall [SEP] bathroom [SEP] school [SEP] sporting goods store [SEP] sporting event
183,What is likely to have an enclosed shelf ?,A,"[0, 0, 0, 0, 0, 0, 1, 1, 0]",cabinet [SEP] a mortuary [SEP] bookstore [SEP] school building [SEP] bedroom
184,"When two people are doing the same thing , what do they tend to do ?",B,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",read stories [SEP] compete [SEP] help [SEP] solve problems [SEP] give orders
185,What did the innocent man feel after he was accused of committing murder ?,B,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0]",fear [SEP] great sorrow [SEP] die [SEP] guilty [SEP] own death
186,What do humans have that cerberus does not have ?,A,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",one head [SEP] two ears [SEP] lay eggs [SEP] 3 legs [SEP] two feet
187,"If you 're fiddling with a slippery object , what are you likely to do ?",D,"[0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",make music [SEP] bluegrass music [SEP] folk [SEP] drop [SEP] discovery
188,Where can you find bald eagles and cheese in the midwest ?,E,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",colorado [SEP] currency [SEP] iowa [SEP] arctic [SEP] wisconsin
189,"The tree wanted to grow more , but in the garden why did the roots stop spreading ?",B,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]",affected by weather [SEP] wall in [SEP] grow tall [SEP] burn [SEP] hatred
190,"Nowadays , where to people find most of their information ?",C,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]",internet [SEP] books [SEP] online [SEP] manual [SEP] meeting
191,What kind of place does a beaver call home ?,D,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",ontario [SEP] zoo [SEP] marshland [SEP] woodlands [SEP] canada
192,"When you want to get the skin off of an apple , you do what to it ?",C,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",seeds inside [SEP] stems [SEP] peel [SEP] grocery store [SEP] green market
193,Sometimes it felt like being able to pay bills was the only reason he was actively what ?,D,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",pay debts [SEP] make money [SEP] having money [SEP] making money [SEP] keep house
194,"Plants ca n't move , so what must they do to continue their lineage ?",D,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",die [SEP] cause allergies [SEP] photosynthesis [SEP] reproduce asexually [SEP] grow tall
195,A bugle sounded every morning where ?,E,"[0, 1, 1, 1, 1, 0, 0]",music store [SEP] army corps [SEP] army [SEP] military band [SEP] military base
196,Balthazar is a popular french restaurant located where ?,B,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",wine [SEP] manhattan [SEP] underwater [SEP] quebec [SEP] montreal
197,What do people who are celebrating in a bar do sometimes ?,A,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0]",drink too much [SEP] eat cake [SEP] getting drunk [SEP] eat cake [SEP] having sex
198,What do women wear on their legs that is made of nylon ?,B,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",many products [SEP] stockings [SEP] clothing [SEP] drawer [SEP] rope
199,"He called his friend to go fishing , but his friend surprised him by saying he was already out there what ?",A,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",catching fish [SEP] catch fish [SEP] driving [SEP] wade in [SEP] buy bait
200,"Some people get carried away with shopping , they 'll often be buying products they would n't even find themselves what ?",A,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",being able to use [SEP] disagreements [SEP] spending money [SEP] economic boom [SEP] wrapping
201,"The air conditioning went out during a film , and the clientele walked out due to discomfort , what were they leaving ?",E,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",house [SEP] offices [SEP] book store [SEP] car [SEP] movie theatre
202,What is something that comes from your voice ?,E,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",volume [SEP] loud [SEP] being heard [SEP] beautiful [SEP] sound
203,What is something children do at home that is very addictive ?,E,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",draw [SEP] listen to music [SEP] play chess [SEP] play basketball [SEP] watch television
204,What do gentleman do when they need to talk ?,B,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 0]",men 's room [SEP] meeting [SEP] meditation center [SEP] church [SEP] europe
205,What do people typically have a hard time doing while at a shop ?,B,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",compare prices [SEP] spending of money [SEP] purchasing [SEP] gambling [SEP] have fun
206,"It was stuffy , so she decided on breathing fresh air , what happens as a result ?",D,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]",relief [SEP] energy [SEP] relaxation [SEP] feeling better [SEP] silence
207,John was waiting for his plane for hours . His butt hurt from sitting in a hard plastic chair all that time . But it was still better than sitting on what ?,E,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",office [SEP] living room [SEP] bedroom [SEP] airport [SEP] floor
208,What is a place that has only one ceiling and which could be on ground level ?,D,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",house [SEP] building [SEP] loft [SEP] classroom [SEP] airplane
209,"The person wanted to use her ear to detect the buffalo herd , where did she put it ?",D,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",on the buffalo [SEP] person 's head [SEP] side of head [SEP] ground [SEP] serial killer 's bedroom
210,If a person is complimentary and making trivial physical contact what are they trying to do ?,A,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",get laid [SEP] acknowledgment [SEP] accomplish goals [SEP] marry [SEP] talk about themselves
211,What is the result of more people getting in line ?,D,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",anxiety [SEP] wait turn [SEP] late [SEP] longer lines [SEP] have to wait for
212,Where could a wheel be produced ?,D,"[0, 0, 0, 1, 1, 1, 0]",boat [SEP] truck shop [SEP] auto parts store [SEP] michigan [SEP] bicycle shop
213,"Joe was a weasel , but he was n't the sort who you kept was a pet . He was the sort that used complex words that carried multiple different meanings . Where might you find Joe",B,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",chicken coop [SEP] law firm [SEP] classroom [SEP] terrarium [SEP] museum
214,"The four equal sides were all a smooth surface , he had carved and sanded a perfect what ?",B,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",lake [SEP] tetrahedron [SEP] ball [SEP] object [SEP] mirror
215,Having a lot of food is likely to make someone have a certain sensation of what ?,A,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",feel full [SEP] feeling satisfied [SEP] havey food [SEP] become tired [SEP] digestion
216,Climbing a hill when hiking can really give one an appreciation of what ?,D,"[0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",countryside [SEP] landscape [SEP] virginia [SEP] great outdoors [SEP] price
217,what does having sex without protection lead to ?,E,"[0, 0, 1, 1, 0, 0, 0, 0, 0]",sexually transmitted diseases [SEP] making babies [SEP] bliss [SEP] aids [SEP] unwanted pregnancy
218,When you express this emotion you can be hurting someone else ?,C,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",happiness [SEP] punishment [SEP] anger [SEP] tears [SEP] suffering
219,"She was contemplating which make - up to where , what prompted her to think about this ?",D,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",food [SEP] action [SEP] thinking [SEP] reflection [SEP] discovery
